Date,Consumption,Wind,Solar,Wind+Solar
2006-02-15 00:00:00+00:00,1717.2043957,,,
2006-02-16 00:00:00+00:00,1674.4164836000004,,,
2006-02-17 00:00:00+00:00,1643.8604397000001,,,
2006-02-18 00:00:00+00:00,1425.6978020000001,,,
2006-02-19 00:00:00+00:00,1289.0659342000001,,,
2006-02-20 00:00:00+00:00,1649.7208789999997,,,
2006-02-21 00:00:00+00:00,1696.8263738000005,,,
2006-02-22 00:00:00+00:00,1695.7219779000002,,,
2006-02-23 00:00:00+00:00,1674.1659338000002,,,
2006-02-24 00:00:00+00:00,1656.3021980000003,,,
2006-02-25 00:00:00+00:00,1439.1241761,,,
2006-02-26 00:00:00+00:00,1323.9186813,,,
2006-02-27 00:00:00+00:00,1587.8010988000003,,,
2006-02-28 00:00:00+00:00,1656.5824174000002,,,
2006-03-01 00:00:00+00:00,1682.6076922,,,
2006-03-02 00:00:00+00:00,1692.2538463,,,
2006-03-03 00:00:00+00:00,1660.3120877,,,
2006-03-04 00:00:00+00:00,1454.1791208,,,
2006-03-05 00:00:00+00:00,1341.0934067,,,
2006-03-06 00:00:00+00:00,1650.7593406000005,,,
2006-03-07 00:00:00+00:00,1663.7494505,,,
2006-03-08 00:00:00+00:00,1698.7186814000002,,,
2006-03-09 00:00:00+00:00,1646.6417582000006,,,
2006-03-10 00:00:00+00:00,1621.2384613999998,,,
2006-03-11 00:00:00+00:00,1450.9538461,,,
2006-03-12 00:00:00+00:00,1338.9087908999998,,,
2006-03-13 00:00:00+00:00,1642.6725275000001,,,
2006-03-14 00:00:00+00:00,1663.8087913,,,
2006-03-15 00:00:00+00:00,1668.1758243,,,
2006-03-16 00:00:00+00:00,1666.9208791,,,
2006-03-17 00:00:00+00:00,1643.2131866999996,,,
2006-03-18 00:00:00+00:00,1407.3813188000001,,,
2006-03-19 00:00:00+00:00,1274.8109891000001,,,
2006-03-20 00:00:00+00:00,1589.2725275000005,,,
2006-03-21 00:00:00+00:00,1615.7582421,,,
2006-03-22 00:00:00+00:00,1617.2164835,,,
2006-03-23 00:00:00+00:00,1600.0175824000003,,,
2006-03-24 00:00:00+00:00,1587.6373627,,,
2006-03-25 00:00:00+00:00,1352.8208792,,,
2006-03-26 00:00:00+00:00,1227.1901099000002,,,
2006-03-27 00:00:00+00:00,1539.5406596,,,
2006-03-28 00:00:00+00:00,1577.09011,,,
2006-03-29 00:00:00+00:00,1580.6648352000002,,,
2006-03-30 00:00:00+00:00,1601.5978020999996,,,
2006-03-31 00:00:00+00:00,1570.402198,,,
2006-04-01 00:00:00+00:00,1327.2186815000002,,,
2006-04-02 00:00:00+00:00,1219.8087912,,,
2006-04-03 00:00:00+00:00,1563.5043957999999,,,
2006-04-04 00:00:00+00:00,1578.79011,,,
2006-04-05 00:00:00+00:00,1590.9868130999998,,,
2006-04-06 00:00:00+00:00,1574.5637362,,,
2006-04-07 00:00:00+00:00,1532.9450547999998,,,
2006-04-08 00:00:00+00:00,1314.2406593000003,,,
2006-04-09 00:00:00+00:00,1213.3032967,,,
2006-04-10 00:00:00+00:00,1547.4384616999998,,,
2006-04-11 00:00:00+00:00,1559.6714286999998,,,
2006-04-12 00:00:00+00:00,1566.7164836000002,,,
2006-04-13 00:00:00+00:00,1555.5406593999999,,,
2006-04-14 00:00:00+00:00,1229.0065934000002,,,
2006-04-15 00:00:00+00:00,1193.4263736000003,,,
2006-04-16 00:00:00+00:00,1084.4780218000003,,,
2006-04-17 00:00:00+00:00,1108.8945056,,,
2006-04-18 00:00:00+00:00,1483.0362639,,,
2006-04-19 00:00:00+00:00,1503.7978024,,,
2006-04-20 00:00:00+00:00,1496.9417581999999,,,
2006-04-21 00:00:00+00:00,1465.1274724000004,,,
2006-04-22 00:00:00+00:00,1266.9703297,,,
2006-04-23 00:00:00+00:00,1145.5098902,,,
2006-04-24 00:00:00+00:00,1478.9571430000003,,,
2006-04-25 00:00:00+00:00,1494.2923077,,,
2006-04-26 00:00:00+00:00,1510.2439563,,,
2006-04-27 00:00:00+00:00,1521.6274724,,,
2006-04-28 00:00:00+00:00,1497.3296703000003,,,
2006-04-29 00:00:00+00:00,1282.6813188,,,
2006-04-30 00:00:00+00:00,1127.8593406,,,
2006-05-01 00:00:00+00:00,1084.2835166000002,,,
2006-05-02 00:00:00+00:00,1461.3417583000003,,,
2006-05-03 00:00:00+00:00,1481.5252746,,,
2006-05-04 00:00:00+00:00,1481.6956045000004,,,
2006-05-05 00:00:00+00:00,1462.1098901,,,
2006-05-06 00:00:00+00:00,1225.7604394999998,,,
2006-05-07 00:00:00+00:00,1097.0417583,,,
2006-05-08 00:00:00+00:00,1452.5076920999998,,,
2006-05-09 00:00:00+00:00,1487.0648353,,,
2006-05-10 00:00:00+00:00,1485.0549451999998,,,
2006-05-11 00:00:00+00:00,1469.7824174,,,
2006-05-12 00:00:00+00:00,1450.5560439000003,,,
2006-05-13 00:00:00+00:00,1235.0835163000002,,,
2006-05-14 00:00:00+00:00,1110.2021976,,,
2006-05-15 00:00:00+00:00,1448.1857143999998,,,
2006-05-16 00:00:00+00:00,1495.2197804,,,
2006-05-17 00:00:00+00:00,1479.2285716,,,
2006-05-18 00:00:00+00:00,1500.446154,,,
2006-05-19 00:00:00+00:00,1481.8296704999998,,,
2006-05-20 00:00:00+00:00,1291.508791,,,
2006-05-21 00:00:00+00:00,1154.0329672,,,
2006-05-22 00:00:00+00:00,1492.3978021000003,,,
2006-05-23 00:00:00+00:00,1510.4340657999999,,,
2006-05-24 00:00:00+00:00,1472.0494507,,,
2006-05-25 00:00:00+00:00,1157.5285717,,,
2006-05-26 00:00:00+00:00,1333.4780219,,,
2006-05-27 00:00:00+00:00,1217.8747254,,,
2006-05-28 00:00:00+00:00,1170.7065933000001,,,
2006-05-29 00:00:00+00:00,1482.6890107000002,,,
2006-05-30 00:00:00+00:00,1512.9604394000003,,,
2006-05-31 00:00:00+00:00,1516.6758241,,,
2006-06-01 00:00:00+00:00,1503.0230769999998,,,
2006-06-02 00:00:00+00:00,1454.1000001999996,,,
2006-06-03 00:00:00+00:00,1209.7681317999998,,,
2006-06-04 00:00:00+00:00,1049.8604397000004,,,
2006-06-05 00:00:00+00:00,1072.123077,,,
2006-06-06 00:00:00+00:00,1435.5626372000002,,,
2006-06-07 00:00:00+00:00,1456.9428574,,,
2006-06-08 00:00:00+00:00,1459.9406593999997,,,
2006-06-09 00:00:00+00:00,1441.5208791000002,,,
2006-06-10 00:00:00+00:00,1224.7549450000004,,,
2006-06-11 00:00:00+00:00,1104.2340658,,,
2006-06-12 00:00:00+00:00,1461.0890108999997,,,
2006-06-13 00:00:00+00:00,1490.3307691999998,,,
2006-06-14 00:00:00+00:00,1485.7274725999998,,,
2006-06-15 00:00:00+00:00,1253.1087911,,,
2006-06-16 00:00:00+00:00,1379.0703296000002,,,
2006-06-17 00:00:00+00:00,1212.7692309000001,,,
2006-06-18 00:00:00+00:00,1106.667033,,,
2006-06-19 00:00:00+00:00,1485.7021978999999,,,
2006-06-20 00:00:00+00:00,1505.3351647999998,,,
2006-06-21 00:00:00+00:00,1508.2296702999997,,,
2006-06-22 00:00:00+00:00,1495.1582417000002,,,
2006-06-23 00:00:00+00:00,1447.2131869999996,,,
2006-06-24 00:00:00+00:00,1224.5999998999998,,,
2006-06-25 00:00:00+00:00,1130.6252748,,,
2006-06-26 00:00:00+00:00,1478.4384615000001,,,
2006-06-27 00:00:00+00:00,1486.3769228999997,,,
2006-06-28 00:00:00+00:00,1472.5736262999997,,,
2006-06-29 00:00:00+00:00,1476.5241758000002,,,
2006-06-30 00:00:00+00:00,1426.4868131,,,
2006-07-01 00:00:00+00:00,1216.0637364000004,,,
2006-07-02 00:00:00+00:00,1096.589011,,,
2006-07-03 00:00:00+00:00,1458.3989012,,,
2006-07-04 00:00:00+00:00,1490.6879122,,,
2006-07-05 00:00:00+00:00,1514.0450552,,,
2006-07-06 00:00:00+00:00,1514.2747253999996,,,
2006-07-07 00:00:00+00:00,1494.5725272999998,,,
2006-07-08 00:00:00+00:00,1251.2637363,,,
2006-07-09 00:00:00+00:00,1119.1461537999999,,,
2006-07-10 00:00:00+00:00,1467.2978022999998,,,
2006-07-11 00:00:00+00:00,1494.7340659,,,
2006-07-12 00:00:00+00:00,1492.5560440999998,,,
2006-07-13 00:00:00+00:00,1496.1461538999997,,,
2006-07-14 00:00:00+00:00,1455.4494503000003,,,
2006-07-15 00:00:00+00:00,1201.8692308,,,
2006-07-16 00:00:00+00:00,1091.5263737000002,,,
2006-07-17 00:00:00+00:00,1434.3362635999997,,,
2006-07-18 00:00:00+00:00,1464.8670329,,,
2006-07-19 00:00:00+00:00,1475.5032967999996,,,
2006-07-20 00:00:00+00:00,1485.5197801,,,
2006-07-21 00:00:00+00:00,1465.2131866,,,
2006-07-22 00:00:00+00:00,1249.1208794,,,
2006-07-23 00:00:00+00:00,1126.8219780000002,,,
2006-07-24 00:00:00+00:00,1462.1505496000002,,,
2006-07-25 00:00:00+00:00,1483.324176,,,
2006-07-26 00:00:00+00:00,1490.8670329000001,,,
2006-07-27 00:00:00+00:00,1482.0318682,,,
2006-07-28 00:00:00+00:00,1458.8065935000004,,,
2006-07-29 00:00:00+00:00,1233.1208791,,,
2006-07-30 00:00:00+00:00,1110.9032966,,,
2006-07-31 00:00:00+00:00,1417.5010989,,,
2006-08-01 00:00:00+00:00,1431.9208791,,,
2006-08-02 00:00:00+00:00,1418.9219778,,,
2006-08-03 00:00:00+00:00,1411.0868133,,,
2006-08-04 00:00:00+00:00,1387.5219781,,,
2006-08-05 00:00:00+00:00,1194.7747252000001,,,
2006-08-06 00:00:00+00:00,1092.8197802,,,
2006-08-07 00:00:00+00:00,1394.2890108999998,,,
2006-08-08 00:00:00+00:00,1414.1087908999998,,,
2006-08-09 00:00:00+00:00,1412.8131869999997,,,
2006-08-10 00:00:00+00:00,1422.0626372999998,,,
2006-08-11 00:00:00+00:00,1401.0868133,,,
2006-08-12 00:00:00+00:00,1196.3835167000002,,,
2006-08-13 00:00:00+00:00,1083.4714287,,,
2006-08-14 00:00:00+00:00,1392.1362641000003,,,
2006-08-15 00:00:00+00:00,1409.0329669999996,,,
2006-08-16 00:00:00+00:00,1419.843956,,,
2006-08-17 00:00:00+00:00,1427.2934063,,,
2006-08-18 00:00:00+00:00,1418.5373628,,,
2006-08-19 00:00:00+00:00,1203.3692309,,,
2006-08-20 00:00:00+00:00,1124.3582416999998,,,
2006-08-21 00:00:00+00:00,1450.8505494999997,,,
2006-08-22 00:00:00+00:00,1473.9736260000002,,,
2006-08-23 00:00:00+00:00,1456.6428573,,,
2006-08-24 00:00:00+00:00,1462.5538460999996,,,
2006-08-25 00:00:00+00:00,1454.6758242000003,,,
2006-08-26 00:00:00+00:00,1237.9065932999997,,,
2006-08-27 00:00:00+00:00,1134.4164836000002,,,
2006-08-28 00:00:00+00:00,1477.4230765999998,,,
2006-08-29 00:00:00+00:00,1487.7857139,,,
2006-08-30 00:00:00+00:00,1509.1351652000003,,,
2006-08-31 00:00:00+00:00,1481.0582420000003,,,
2006-09-01 00:00:00+00:00,1471.9428571999997,,,
2006-09-02 00:00:00+00:00,1251.3648349999999,,,
2006-09-03 00:00:00+00:00,1201.9417581999999,,,
2006-09-04 00:00:00+00:00,1539.1582416999997,,,
2006-09-05 00:00:00+00:00,1536.6681317999999,,,
2006-09-06 00:00:00+00:00,1532.1758241999999,,,
2006-09-07 00:00:00+00:00,1542.1978024,,,
2006-09-08 00:00:00+00:00,1500.0670330999997,,,
2006-09-09 00:00:00+00:00,1247.8835164,,,
2006-09-10 00:00:00+00:00,1150.8626374,,,
2006-09-11 00:00:00+00:00,1515.6516485,,,
2006-09-12 00:00:00+00:00,1534.3989009000002,,,
2006-09-13 00:00:00+00:00,1536.6164833999999,,,
2006-09-14 00:00:00+00:00,1538.5571429000001,,,
2006-09-15 00:00:00+00:00,1535.7186810999997,,,
2006-09-16 00:00:00+00:00,1306.4571428999998,,,
2006-09-17 00:00:00+00:00,1169.6186812,,,
2006-09-18 00:00:00+00:00,1528.4208793,,,
2006-09-19 00:00:00+00:00,1543.3835167000002,,,
2006-09-20 00:00:00+00:00,1523.4417583,,,
2006-09-21 00:00:00+00:00,1522.8604395000004,,,
2006-09-22 00:00:00+00:00,1517.3439561,,,
2006-09-23 00:00:00+00:00,1291.5472528,,,
2006-09-24 00:00:00+00:00,1174.9175823,,,
2006-09-25 00:00:00+00:00,1539.6703295000004,,,
2006-09-26 00:00:00+00:00,1565.1692306000002,,,
2006-09-27 00:00:00+00:00,1557.5032964999994,,,
2006-09-28 00:00:00+00:00,1540.3637360999999,,,
2006-09-29 00:00:00+00:00,1520.2835164,,,
2006-09-30 00:00:00+00:00,1289.1956045000002,,,
2006-10-01 00:00:00+00:00,1162.9318680000001,,,
2006-10-02 00:00:00+00:00,1414.2109891,,,
2006-10-03 00:00:00+00:00,1227.0021978000002,,,
2006-10-04 00:00:00+00:00,1511.6879122,,,
2006-10-05 00:00:00+00:00,1535.6692308000004,,,
2006-10-06 00:00:00+00:00,1569.8813185,,,
2006-10-07 00:00:00+00:00,1349.3516482999996,,,
2006-10-08 00:00:00+00:00,1205.5901099999999,,,
2006-10-09 00:00:00+00:00,1545.1956042000004,,,
2006-10-10 00:00:00+00:00,1575.3714287,,,
2006-10-11 00:00:00+00:00,1571.4241760000002,,,
2006-10-12 00:00:00+00:00,1574.1890108999999,,,
2006-10-13 00:00:00+00:00,1567.5901098,,,
2006-10-14 00:00:00+00:00,1322.5560440000002,,,
2006-10-15 00:00:00+00:00,1197.4560441000003,,,
2006-10-16 00:00:00+00:00,1555.4659339000002,,,
2006-10-17 00:00:00+00:00,1588.8813186,,,
2006-10-18 00:00:00+00:00,1591.7703296000002,,,
2006-10-19 00:00:00+00:00,1595.2164837,,,
2006-10-20 00:00:00+00:00,1576.5560441000002,,,
2006-10-21 00:00:00+00:00,1354.2186812000002,,,
2006-10-22 00:00:00+00:00,1226.8934067000002,,,
2006-10-23 00:00:00+00:00,1606.3769232000002,,,
2006-10-24 00:00:00+00:00,1652.9582418999994,,,
2006-10-25 00:00:00+00:00,1613.5879119,,,
2006-10-26 00:00:00+00:00,1629.3923077,,,
2006-10-27 00:00:00+00:00,1622.2769230999993,,,
2006-10-28 00:00:00+00:00,1364.8615383000001,,,
2006-10-29 00:00:00+00:00,1290.1043957,,,
2006-10-30 00:00:00+00:00,1552.8197801,,,
2006-10-31 00:00:00+00:00,1604.8340660999997,,,
2006-11-01 00:00:00+00:00,1486.4373626000001,,,
2006-11-02 00:00:00+00:00,1625.352747,,,
2006-11-03 00:00:00+00:00,1626.2637364,,,
2006-11-04 00:00:00+00:00,1426.3285714000003,,,
2006-11-05 00:00:00+00:00,1364.9054945,,,
2006-11-06 00:00:00+00:00,1672.0274726999999,,,
2006-11-07 00:00:00+00:00,1655.6802197,,,
2006-11-08 00:00:00+00:00,1668.5318679,,,
2006-11-09 00:00:00+00:00,1711.4406593,,,
2006-11-10 00:00:00+00:00,1631.0549451000002,,,
2006-11-11 00:00:00+00:00,1458.9714284,,,
2006-11-12 00:00:00+00:00,1347.9582418999998,,,
2006-11-13 00:00:00+00:00,1685.2241757999996,,,
2006-11-14 00:00:00+00:00,1674.0230768999995,,,
2006-11-15 00:00:00+00:00,1653.0780219,,,
2006-11-16 00:00:00+00:00,1638.2186813,,,
2006-11-17 00:00:00+00:00,1624.2802196,,,
2006-11-18 00:00:00+00:00,1396.3956042999998,,,
2006-11-19 00:00:00+00:00,1283.6417582000001,,,
2006-11-20 00:00:00+00:00,1659.0241757999997,,,
2006-11-21 00:00:00+00:00,1672.2835165,,,
2006-11-22 00:00:00+00:00,1662.0989011,,,
2006-11-23 00:00:00+00:00,1705.5428572,,,
2006-11-24 00:00:00+00:00,1641.8549451000006,,,
2006-11-25 00:00:00+00:00,1433.4648353,,,
2006-11-26 00:00:00+00:00,1269.8252748999998,,,
2006-11-27 00:00:00+00:00,1634.0208790999998,,,
2006-11-28 00:00:00+00:00,1670.7923076000002,,,
2006-11-29 00:00:00+00:00,1684.3538462000001,,,
2006-11-30 00:00:00+00:00,1682.9945053000001,,,
2006-12-01 00:00:00+00:00,1668.3494506,,,
2006-12-02 00:00:00+00:00,1464.6285713000002,,,
2006-12-03 00:00:00+00:00,1334.6417582000001,,,
2006-12-04 00:00:00+00:00,1701.2351648,,,
2006-12-05 00:00:00+00:00,1724.7032967999999,,,
2006-12-06 00:00:00+00:00,1698.1318682,,,
2006-12-07 00:00:00+00:00,1721.0153845000002,,,
2006-12-08 00:00:00+00:00,1702.9461537999998,,,
2006-12-09 00:00:00+00:00,1434.9901099,,,
2006-12-10 00:00:00+00:00,1313.0219779999998,,,
2006-12-11 00:00:00+00:00,1735.1461539,,,
2006-12-12 00:00:00+00:00,1715.6747254000002,,,
2006-12-13 00:00:00+00:00,1747.2626374000004,,,
2006-12-14 00:00:00+00:00,1751.2230768000002,,,
2006-12-15 00:00:00+00:00,1695.6846155,,,
2006-12-16 00:00:00+00:00,1482.6164836,,,
2006-12-17 00:00:00+00:00,1340.8659341999999,,,
2006-12-18 00:00:00+00:00,1664.6725276,,,
2006-12-19 00:00:00+00:00,1676.5571428999997,,,
2006-12-20 00:00:00+00:00,1678.6736262999998,,,
2006-12-21 00:00:00+00:00,1621.6593404999996,,,
2006-12-22 00:00:00+00:00,1529.2076924000003,,,
2006-12-23 00:00:00+00:00,1357.8989011,,,
2006-12-24 00:00:00+00:00,1207.913187,,,
2006-12-25 00:00:00+00:00,1178.8417583000003,,,
2006-12-26 00:00:00+00:00,1182.3318680999998,,,
2006-12-27 00:00:00+00:00,1411.7318680000003,,,
2006-12-28 00:00:00+00:00,1444.6186814000002,,,
2006-12-29 00:00:00+00:00,1400.7098900999995,,,
2006-12-30 00:00:00+00:00,1360.1659341999998,,,
2006-12-31 00:00:00+00:00,1257.5802198,,,
2007-01-01 00:00:00+00:00,1240.4868133000002,,,
2007-01-02 00:00:00+00:00,1556.779121,,,
2007-01-03 00:00:00+00:00,1617.1274724999998,,,
2007-01-04 00:00:00+00:00,1664.6406595000003,,,
2007-01-05 00:00:00+00:00,1630.9538462000003,,,
2007-01-06 00:00:00+00:00,1373.2560438,,,
2007-01-07 00:00:00+00:00,1289.7659339000002,,,
2007-01-08 00:00:00+00:00,1659.3549449999998,,,
2007-01-09 00:00:00+00:00,1708.6692309999999,,,
2007-01-10 00:00:00+00:00,1710.0241758000002,,,
2007-01-11 00:00:00+00:00,1754.5483519000002,,,
2007-01-12 00:00:00+00:00,1722.4758241999998,,,
2007-01-13 00:00:00+00:00,1484.4901097000002,,,
2007-01-14 00:00:00+00:00,1374.4846154999998,,,
2007-01-15 00:00:00+00:00,1669.0989010999997,,,
2007-01-16 00:00:00+00:00,1704.1670330000002,,,
2007-01-17 00:00:00+00:00,1718.9230769,,,
2007-01-18 00:00:00+00:00,1697.0593405999996,,,
2007-01-19 00:00:00+00:00,1684.9967033000005,,,
2007-01-20 00:00:00+00:00,1476.9252745999997,,,
2007-01-21 00:00:00+00:00,1381.8912086999999,,,
2007-01-22 00:00:00+00:00,1696.9032965000001,,,
2007-01-23 00:00:00+00:00,1704.0769228000001,,,
2007-01-24 00:00:00+00:00,1739.0527473999998,,,
2007-01-25 00:00:00+00:00,1736.5197802999999,,,
2007-01-26 00:00:00+00:00,1794.0516485000003,,,
2007-01-27 00:00:00+00:00,1530.4109886,,,
2007-01-28 00:00:00+00:00,1452.2274723999997,,,
2007-01-29 00:00:00+00:00,1719.1021977999997,,,
2007-01-30 00:00:00+00:00,1728.1923078000007,,,
2007-01-31 00:00:00+00:00,1756.0461538000002,,,
2007-02-01 00:00:00+00:00,1682.9593406,,,
2007-02-02 00:00:00+00:00,1674.4846154999998,,,
2007-02-03 00:00:00+00:00,1467.7428572,,,
2007-02-04 00:00:00+00:00,1324.0142859000002,,,
2007-02-05 00:00:00+00:00,1631.7516484000002,,,
2007-02-06 00:00:00+00:00,1698.4153846000006,,,
2007-02-07 00:00:00+00:00,1728.2461540000004,,,
2007-02-08 00:00:00+00:00,1726.5472527999996,,,
2007-02-09 00:00:00+00:00,1702.7153845999999,,,
2007-02-10 00:00:00+00:00,1495.9516485,,,
2007-02-11 00:00:00+00:00,1335.4780216999998,,,
2007-02-12 00:00:00+00:00,1608.8791210000002,,,
2007-02-13 00:00:00+00:00,1677.0758239999998,,,
2007-02-14 00:00:00+00:00,1680.4065933999998,,,
2007-02-15 00:00:00+00:00,1661.5384614,,,
2007-02-16 00:00:00+00:00,1632.2054943999997,,,
2007-02-17 00:00:00+00:00,1431.5824176999997,,,
2007-02-18 00:00:00+00:00,1297.0527472,,,
2007-02-19 00:00:00+00:00,1511.8285713999996,,,
2007-02-20 00:00:00+00:00,1595.0274725999998,,,
2007-02-21 00:00:00+00:00,1651.0318683,,,
2007-02-22 00:00:00+00:00,1631.6142855000003,,,
2007-02-23 00:00:00+00:00,1625.0582414999997,,,
2007-02-24 00:00:00+00:00,1450.5813186,,,
2007-02-25 00:00:00+00:00,1308.6230772,,,
2007-02-26 00:00:00+00:00,1593.3681319,,,
2007-02-27 00:00:00+00:00,1659.4164836,,,
2007-02-28 00:00:00+00:00,1654.3835165000003,,,
2007-03-01 00:00:00+00:00,1675.6186812,,,
2007-03-02 00:00:00+00:00,1658.2087912,,,
2007-03-03 00:00:00+00:00,1404.5857142999998,,,
2007-03-04 00:00:00+00:00,1250.6362638,,,
2007-03-05 00:00:00+00:00,1634.4318681,,,
2007-03-06 00:00:00+00:00,1648.8648350000003,,,
2007-03-07 00:00:00+00:00,1625.5197802999999,,,
2007-03-08 00:00:00+00:00,1613.5791207,,,
2007-03-09 00:00:00+00:00,1597.7307694,,,
2007-03-10 00:00:00+00:00,1380.4109890000002,,,
2007-03-11 00:00:00+00:00,1240.1109889,,,
2007-03-12 00:00:00+00:00,1552.8241758000004,,,
2007-03-13 00:00:00+00:00,1581.1835166,,,
2007-03-14 00:00:00+00:00,1581.8725275,,,
2007-03-15 00:00:00+00:00,1578.1692305000001,,,
2007-03-16 00:00:00+00:00,1586.4351646,,,
2007-03-17 00:00:00+00:00,1453.5703293000001,,,
2007-03-18 00:00:00+00:00,1368.423077,,,
2007-03-19 00:00:00+00:00,1637.1373628000001,,,
2007-03-20 00:00:00+00:00,1634.0131870000005,,,
2007-03-21 00:00:00+00:00,1659.7571429999996,,,
2007-03-22 00:00:00+00:00,1694.6252748,,,
2007-03-23 00:00:00+00:00,1667.6142858,,,
2007-03-24 00:00:00+00:00,1468.0098901000001,,,
2007-03-25 00:00:00+00:00,1271.9912088,,,
2007-03-26 00:00:00+00:00,1581.3791208000002,,,
2007-03-27 00:00:00+00:00,1584.6714286000001,,,
2007-03-28 00:00:00+00:00,1585.1901101,,,
2007-03-29 00:00:00+00:00,1597.5263737,,,
2007-03-30 00:00:00+00:00,1554.9318683000001,,,
2007-03-31 00:00:00+00:00,1354.2802197000003,,,
2007-04-01 00:00:00+00:00,1227.1263735999996,,,
2007-04-02 00:00:00+00:00,1532.6714286,,,
2007-04-03 00:00:00+00:00,1590.4285715,,,
2007-04-04 00:00:00+00:00,1576.3241758000004,,,
2007-04-05 00:00:00+00:00,1580.2714285000004,,,
2007-04-06 00:00:00+00:00,1218.6043957999998,,,
2007-04-07 00:00:00+00:00,1229.9978022999999,,,
2007-04-08 00:00:00+00:00,1104.4637363,,,
2007-04-09 00:00:00+00:00,1155.3945057000003,,,
2007-04-10 00:00:00+00:00,1530.60989,,,
2007-04-11 00:00:00+00:00,1545.5780222999997,,,
2007-04-12 00:00:00+00:00,1527.6032966,,,
2007-04-13 00:00:00+00:00,1510.9703294999995,,,
2007-04-14 00:00:00+00:00,1288.1098901,,,
2007-04-15 00:00:00+00:00,1150.2219781,,,
2007-04-16 00:00:00+00:00,1497.9351646000002,,,
2007-04-17 00:00:00+00:00,1522.3241759,,,
2007-04-18 00:00:00+00:00,1549.9461538,,,
2007-04-19 00:00:00+00:00,1570.0560442000005,,,
2007-04-20 00:00:00+00:00,1529.6142854000002,,,
2007-04-21 00:00:00+00:00,1279.2890108000001,,,
2007-04-22 00:00:00+00:00,1147.2505492999999,,,
2007-04-23 00:00:00+00:00,1502.3813188000001,,,
2007-04-24 00:00:00+00:00,1530.3802196000001,,,
2007-04-25 00:00:00+00:00,1526.3978022000003,,,
2007-04-26 00:00:00+00:00,1518.3967033999998,,,
2007-04-27 00:00:00+00:00,1497.7615387,,,
2007-04-28 00:00:00+00:00,1280.7593407,,,
2007-04-29 00:00:00+00:00,1138.7593407000002,,,
2007-04-30 00:00:00+00:00,1342.5648349000003,,,
2007-05-01 00:00:00+00:00,1078.2186813999997,,,
2007-05-02 00:00:00+00:00,1454.8791209999997,,,
2007-05-03 00:00:00+00:00,1510.6879119999999,,,
2007-05-04 00:00:00+00:00,1498.0010987999995,,,
2007-05-05 00:00:00+00:00,1272.0648352,,,
2007-05-06 00:00:00+00:00,1135.6098901,,,
2007-05-07 00:00:00+00:00,1526.8087913,,,
2007-05-08 00:00:00+00:00,1562.6714284000002,,,
2007-05-09 00:00:00+00:00,1576.50989,,,
